PassengerId,Name,HomePlanet,Cabin,Age,Transported
1414_01,Andace Kinson,Earth,F/280/P,65.0,False
1415_01,Preo Higast,Europa,D/45/P,33.0,True
1416_01,Therie Macdonadows,Earth,G/219/P,27.0,False
1417_01,Alik Spedlinale,Europa,C/54/S,41.0,False
1419_01,Goles Apeau,Mars,F/273/S,42.0,False
1420_01,Wheard Shbre,Mars,E/108/S,,False
1421_01,Whark Cres,Mars,F/274/S,37.0,False
1421_02,Ars Cres,Mars,F/274/S,17.0,False
1423_01,Seginon Asoppor,Europa,B/61/S,24.0,True
1423_02,Beneb Asoppor,Europa,B/61/S,39.0,True
1423_03,Sadra Rodwative,Europa,B/61/S,59.0,True
1424_01,Sarid Sageng,Europa,B/47/P,32.0,True
1424_02,Goros Sageng,Europa,B/47/P,29.0,False
1424_03,Elebola Sageng,Europa,B/47/P,8.0,True
1424_04,Proxima Sageng,Europa,B/47/P,28.0,True
1424_05,Weia Sageng,Europa,B/47/P,35.0,True
1425_01,Melvia Adavisons,Earth,F/282/P,24.0,False
1425_02,Mael Adavisons,Earth,G/220/P,1.0,True
1425_03,Maryne Adavisons,Earth,G/220/P,4.0,True
1426_01,Duhrid Drelcate,Europa,D/46/P,28.0,True
1427_01,Jumars Pead,Mars,F/275/S,46.0,True
1427_02,Hont Pead,Mars,F/275/S,67.0,False
1428_01,Artis Hanghanson,Earth,E/109/S,44.0,False
1430_01,Lina Popez,Earth,F/283/P,14.0,False
1431_01,Tonioe Ments,Earth,G/221/P,23.0,True
1433_01,Allene Noeley,Earth,G/219/S,51.0,False
1434_01,Dandy Cartez,Earth,G/222/P,20.0,False
1434_02,Hughan Cartez,Earth,,0.0,True
1434_03,Emilla Cartez,Earth,G/222/P,0.0,False
1435_01,Gabrin Gilleranks,Earth,G/223/P,23.0,False
1438_01,Anae Sancasey,Earth,E/89/P,24.0,False
1439_01,Lios Lette,Mars,F/279/S,41.0,False
1439_02,Croo Lette,Mars,D/52/S,30.0,False
1440_01,Jerek Mcleaney,Earth,F/280/S,27.0,False
1442_01,Leenny Pughanders,Earth,G/220/S,13.0,True
1443_01,Anda Jimes,Earth,G/225/P,16.0,True
1444_01,Luxion Coarswing,Europa,C/55/S,30.0,True
1445_01,Walles Wellenez,Earth,G/221/S,8.0,True
1447_01,Sadine Simson,Earth,G/227/P,59.0,False
1450_01,Tabih Ailled,Europa,D/53/S,43.0,True
1450_02,Cella Ailled,Europa,D/53/S,30.0,False
1451_01,Zinor Proorbeng,Europa,C/56/S,46.0,False
1451_02,Unukath Proorbeng,Europa,C/56/S,39.0,True
1452_01,Arkar Distured,Europa,C/53/P,21.0,False
1452_02,Gorab Distured,Europa,,70.0,True
1452_03,Alzird Distured,Europa,C/53/P,34.0,False
1452_04,Hamak Distured,Europa,C/53/P,33.0,False
1452_05,Gimph Distured,Europa,C/53/P,44.0,True
1453_01,Kimena Thorney,Earth,G/229/P,16.0,False
1453_02,Annon Thorney,Earth,G/229/P,63.0,True
1454_01,Canonon Righturter,Europa,D/54/S,37.0,False
1455_01,Markton Wassird,Europa,B/62/S,29.0,True
1455_02,Teronan Conaly,Europa,B/62/S,29.0,True
1455_03,Rotanin Wassird,Europa,B/62/S,22.0,True
1455_04,Rasaleh Wassird,Europa,B/62/S,26.0,True
1455_05,Antino Wassird,Europa,B/62/S,76.0,False
1457_01,Bra Combson,Earth,E/110/S,61.0,False
1458_01,Arllia Mccarveymon,,G/223/S,46.0,False
1460_01,Bony Williotters,Earth,F/285/P,19.0,True
1460_02,Eduana Williotters,Earth,G/230/P,13.0,True
1461_01,Naomin Gordond,Earth,G/224/S,,False
1462_01,Timmie Webstes,Earth,G/231/P,30.0,True
1463_01,,Earth,F/282/S,23.0,False
1465_01,Byrona Alfordonard,Earth,G/233/P,63.0,False
1467_01,Russey Dillips,,E/111/S,21.0,False
1474_01,Morms Melte,Mars,F/287/P,32.0,True
1478_01,,Earth,F/289/P,33.0,False
1478_02,Toniel Sweene,Earth,F/289/P,39.0,False
1479_01,Clues Erle,Mars,F/290/P,49.0,True
1481_01,Krus Prist,Mars,E/91/P,27.0,False
1484_01,Lan Roachoanand,Earth,E/93/P,16.0,False
1485_01,Hones Man,Mars,F/291/P,38.0,True
1488_01,Powhex Betie,Mars,E/94/P,42.0,True
1489_01,Katiey Gallencis,Earth,G/229/S,19.0,False
1490_01,Caphird Crioncery,Europa,D/47/P,26.0,False
1491_01,Leneva Sosalinson,Earth,G/240/P,32.0,True
1491_02,Tanley Sosalinson,Earth,F/292/P,56.0,False
1491_03,,Earth,G/240/P,0.0,True
1493_01,Eilace Hardley,Earth,F/285/S,38.0,False
1498_01,Karay Talls,Earth,F/295/P,30.0,False
1499_01,Teryla Keithunts,Earth,F/287/S,21.0,False
1500_01,Hollie Cooperkins,Earth,G/230/S,11.0,False
1500_02,Gerly Cooperkins,Earth,G/230/S,3.0,False
1500_03,Joandy Barbes,Earth,G/230/S,17.0,True
1500_04,Andrey Cooperkins,Earth,G/230/S,35.0,True
1500_05,Irmark Barbes,Earth,F/288/S,17.0,False
1500_06,Bobbyn Barbes,Earth,G/230/S,0.0,True
1500_07,Everly Barbes,Earth,G/230/S,46.0,True
1501_01,Julin Fryan,Earth,G/243/P,63.0,False
1503_01,Koops Haste,Mars,D/48/P,35.0,False
1503_02,Wat Haste,Mars,D/48/P,61.0,False
1506_01,Bara Vines,Earth,F/298/P,19.0,True
1507_01,,Earth,F/289/S,43.0,True
1507_02,Jerek Jeffey,Earth,F/289/S,14.0,False
1507_03,Anny Jeffey,Earth,G/231/S,78.0,False
1507_04,Kirky Jeffey,Earth,F/289/S,21.0,False
1509_01,Sumpix Dal,Mars,E/95/P,32.0,False
1510_01,Yakers Swin,Mars,F/291/S,31.0,False
1511_01,Ancham Spandisket,Europa,B/63/S,40.0,True
1511_02,Diram Whealeed,Europa,B/63/S,13.0,True
1511_03,Maham Spandisket,Europa,B/63/S,36.0,False
1511_04,Winon Whealeed,Europa,B/63/S,31.0,False
1515_01,Herina Oconley,Earth,F/293/S,18.0,False
1520_01,Harrie Klindsey,Earth,G/235/S,40.0,True
1521_01,Repart Flité,Mars,F/295/S,28.0,True
1523_01,Izares Waring,Europa,B/64/S,41.0,True
1523_02,Baton Waring,Europa,B/64/S,35.0,True
1524_01,Therie Shawforden,Earth,G/236/S,14.0,True
1525_01,Sceros Gin,Mars,F/299/P,20.0,True
1526_01,Karia Sotond,Earth,F/300/P,23.0,False
1527_01,Dirius Boderbint,Europa,D/49/P,22.0,True
1527_02,Anchird Boderbint,Europa,D/49/P,25.0,True
1528_01,Eang Madan,Mars,D/50/P,18.0,True
1529_01,Almino Slable,Europa,A/16/S,25.0,True
1529_02,Krab Slable,Europa,A/16/S,30.0,True
1531_01,Kimena Puckley,Earth,G/237/S,46.0,False
1532_01,Alcorux Bealvewd,Europa,B/65/S,27.0,False
1533_01,Tricky Potters,Earth,G/244/P,53.0,False
1536_01,Croo Nuthe,Mars,F/297/S,21.0,True
1539_01,Alyadum Barmant,Europa,A/17/S,32.0,True
1540_01,Shamak Clumshangs,Europa,C/55/P,32.0,False
1540_02,Duhratz Clumshangs,Europa,C/55/P,33.0,True
1540_03,Bahoton Clumshangs,Europa,C/55/P,26.0,False
1541_01,Carma Woody,Earth,F/298/S,47.0,True
1542_01,Tot Seche,Mars,F/299/S,13.0,False
1543_01,Izarkab Clidly,Europa,C/56/P,34.0,True
1544_01,Rosiey Ayalazquez,Earth,G/245/P,21.0,False
1545_01,Hocks Fiha,Mars,,20.0,True
1547_01,Aarone Hoppers,Earth,F/301/S,21.0,False
1548_01,Okulk Unicting,Europa,B/50/P,51.0,True
1548_02,Sarid Stivelte,Europa,B/50/P,18.0,True
1550_01,Marin Supiensive,Europa,C/58/S,26.0,False
1550_02,Coxaton Supiensive,Europa,,53.0,False
1551_01,Skyrmak Clidly,Europa,E/96/P,30.0,True
1552_01,Millie Batestonley,Earth,G/240/S,37.0,False
1555_01,Alcorix Spistory,Europa,A/18/S,45.0,False
1558_01,Benja Mcdowns,Earth,G/247/P,62.0,False
1560_01,Chary Guezaley,Earth,G/242/S,38.0,False
1561_01,Kyley Briggins,Earth,F/305/P,24.0,False
1562_01,Shelle Simmonders,Earth,F/306/P,18.0,False
1564_01,Weers Merie,Mars,F/303/S,23.0,False
1565_01,Gordo Fitzgerson,Earth,F/304/S,16.0,False
1567_01,Tark Replic,Europa,B/53/P,37.0,True
1568_01,Idace Burchrison,Earth,,22.0,False
1568_02,Samany Burchrison,Earth,G/248/P,18.0,True
1569_01,Tors Hac,Mars,F/308/P,25.0,True
1572_01,Karie Shephendry,Earth,G/249/P,26.0,False
1572_02,Lynnie Pager,Earth,F/309/P,25.0,False
1573_01,Lychex Butte,Mars,D/56/S,55.0,False
1576_01,Oahars Hapie,Mars,E/97/P,28.0,False
1577_01,Keitha Grahangory,Earth,F/310/P,23.0,True
1578_01,Everly Garrincent,Earth,E/98/P,22.0,False
1579_01,Rankie Pughanders,Earth,F/311/P,26.0,True
1580_01,Enrie Hinesh,Earth,G/246/S,13.0,False
1580_02,Janita Hinesh,Earth,G/246/S,18.0,False
1581_01,Cor Che,Mars,F/312/P,38.0,True
1581_02,Prabon Che,Mars,,28.0,True
1584_01,Paulia Thony,Earth,F/314/P,57.0,False
1584_02,Ronne Thony,Earth,G/251/P,0.0,False
1585_01,Salley Crosarios,Earth,G/252/P,18.0,True
1588_01,Errima Fullous,Europa,E/99/P,25.0,True
1588_02,Hyaduma Fullous,Europa,E/99/P,35.0,True
1590_01,Neutrin Crakenecal,Europa,D/57/S,37.0,True
1590_02,Ankark Crakenecal,Europa,D/57/S,33.0,False
1592_01,Ankabih Idivent,Europa,C/60/S,35.0,True
1592_02,Arid Idivent,Europa,C/60/S,47.0,True
1593_01,Gwendy Savaraldez,Earth,E/114/S,23.0,False
1594_01,Lis Delazarson,Earth,G/253/P,,True
1595_01,Pharmus Reming,Europa,C/57/P,27.0,True
1596_01,Izarfik Replipent,Europa,B/54/P,23.0,True
1597_01,Thewis Hahnstonsen,Earth,G/254/P,31.0,True
1599_01,Giedion Drelcate,Europa,C/58/P,19.0,True
1599_02,Enifak Drelcate,Europa,C/58/P,53.0,True
1601_01,Elenna Mulley,Earth,G/255/P,37.0,False
1602_01,Vina Chardsons,Earth,F/307/S,18.0,False
1603_01,Tyle Carreralend,Earth,F/317/P,42.0,False
1603_02,Card Carreralend,Earth,G/256/P,7.0,True
1603_03,Dessie Carreralend,Earth,G/256/P,7.0,True
1604_01,Dellie Rostarks,Earth,G/257/P,24.0,False
1606_01,Furuson Oilloody,Europa,E/116/S,20.0,True
1608_01,Glena Dicksons,Earth,F/319/P,24.0,False
1611_01,Lorey Torrez,Earth,G/248/S,42.0,True
1612_01,Furuson Entenedy,Europa,E/101/P,49.0,True
1612_02,Arraid Entenedy,Europa,E/101/P,47.0,True
1613_01,Judya Josey,Earth,,16.0,False
1614_01,Duckes Conie,Mars,F/321/P,26.0,False
1615_01,Kencey Lopelases,Earth,F/322/P,24.0,False
1615_02,Therta Harperez,Earth,G/259/P,38.0,True
1615_03,Terina Lopelases,Earth,G/259/P,0.0,True
1617_01,Ots Blan,Mars,D/53/P,37.0,False
1619_01,Vanard Hinglendez,Earth,G/249/S,39.0,True
1621_01,Jeane Dukertyler,Earth,F/308/S,25.0,True
1621_02,Valex Dukertyler,Earth,F/308/S,25.0,False
1622_01,Jayrin Sau,Mars,F/323/P,35.0,True
1624_01,Joanry Barbes,Earth,G/250/S,0.0,True
1624_02,Dorice Barbes,Earth,G/250/S,46.0,True
1624_03,Eristy Barbes,Earth,G/250/S,4.0,True
1625_01,Weznif Patimonne,Europa,C/59/P,19.0,True
1625_02,Dabik Patimonne,Europa,C/59/P,29.0,False
1626_01,Raceky Logannon,Earth,F/324/P,19.0,False
1628_01,Zauri Foraud,Europa,B/71/S,47.0,True
1630_01,Rayne Cofferson,Earth,G/252/S,1.0,True
1630_02,Shery Cofferson,Earth,G/252/S,4.0,False
1630_03,Elanda Cofferson,Earth,F/309/S,37.0,False
1631_01,Toniel Kennetty,Earth,E/118/S,61.0,False
1632_01,Cella Fatted,Europa,C/62/S,32.0,True
1633_01,Ferry Thony,Earth,G/261/P,4.0,True
1633_02,Tyrony Thony,Earth,G/261/P,16.0,True
1634_01,Armen Conleydenan,Earth,G/253/S,25.0,False
1635_01,Iandy Tuckers,Earth,F/325/P,22.0,False
1636_01,Daisya Connelson,Earth,G/254/S,41.0,False
1637_01,Leony Ricews,Earth,G/255/S,25.0,True
1638_01,Roydo Ballocks,Earth,E/119/S,19.0,False
1640_01,Essara Scotterkins,Earth,G/262/P,21.0,True
1644_01,Lavey Waltonnedy,Earth,F/327/P,14.0,False
1645_01,Andace Thonyderson,,,18.0,False
1646_01,Marily Monroellynn,Earth,G/264/P,34.0,True
1647_01,Juanna Fisheparks,Earth,F/328/P,33.0,False
1649_01,Diandi Hinglendez,Earth,G/265/P,14.0,False
1650_01,Walla Hodes,Earth,G/258/S,28.0,True
1651_01,Camina Wonglasquez,Earth,G/266/P,43.0,False
1651_02,Ebonyd Lynnerett,Earth,G/266/P,3.0,True
1651_03,Deanny Wonglasquez,Earth,G/266/P,0.0,True
1653_01,Phernar Oderient,Europa,A/19/S,47.0,False
1655_01,Karay Dicksons,Earth,,28.0,False
1655_02,Nadie Dicksons,Earth,F/310/S,40.0,True
1656_01,Keithy Mallerez,Earth,F/311/S,17.0,False
1657_01,Shally Alest,Earth,G/267/P,21.0,False
1658_01,Sallos Part,Mars,F/312/S,,True
1659_01,Rayle Pugherman,Earth,F/313/S,41.0,False
1660_01,Estina Cardner,Earth,E/122/S,20.0,False
1661_01,Arin Fringh,Europa,A/20/S,56.0,False
1661_02,Almino Earmeter,Europa,A/20/S,57.0,False
1661_03,Quarkib Fringh,Europa,A/20/S,48.0,True
1661_04,Branev Fringh,Europa,A/20/S,37.0,False
1662_01,Wenise Sterson,Earth,F/314/S,20.0,False
1663_01,Carita Villenson,Earth,G/268/P,36.0,True
1666_01,Askedus Retefule,Europa,D/59/S,38.0,True
1668_01,Millia Watsongley,Earth,F/316/S,22.0,False
1669_01,Flams Spane,Mars,F/317/S,31.0,False
1669_02,Spuffs Spane,Mars,F/317/S,0.0,True
1669_03,Pokix Perte,Mars,F/317/S,21.0,False
1670_01,Aleen Sancasey,Earth,G/269/P,49.0,False
1670_02,Jordy Sancasey,Earth,G/269/P,44.0,False
1671_01,Muonan Mosteraked,Europa,B/73/S,,False
1672_01,Elicia Solivers,Earth,F/318/S,29.0,False
1673_01,Benny Perrerojass,Earth,F/330/P,16.0,False
1674_01,,Earth,G/260/S,20.0,False
1676_01,Pennie Staffersby,Earth,G/270/P,26.0,False
1677_01,Warry Robins,Earth,E/103/P,19.0,False
1681_01,Tonia Englence,Earth,G/261/S,34.0,False
1682_01,Miten Watte,Mars,F/331/P,38.0,True
1685_01,Sanda Dillestron,Earth,,51.0,False
1685_02,Vana Dillestron,Earth,G/272/P,7.0,False
1685_03,Camina Dillestron,Earth,G/272/P,3.0,True
1687_01,Bases Batte,Mars,F/334/P,26.0,False
1688_01,Tyle Webstenson,Earth,E/124/S,27.0,False
1688_02,Claura Webstenson,Earth,,7.0,False
1688_03,Line Webstenson,Earth,G/262/S,19.0,True
1690_01,Heryle Paulllegory,Earth,F/335/P,28.0,False
1691_01,Sesh Giba,Mars,F/321/S,27.0,False
1694_01,Iria Chavezalez,Earth,G/263/S,31.0,True
1695_01,Fredy Moraleney,Earth,G/264/S,26.0,False
1696_01,Alam Iderinelay,Europa,B/55/P,43.0,False
1697_01,Hollie Blainson,Earth,G/274/P,23.0,False
1698_01,Cakes Make,,E/125/S,14.0,True
1699_01,Sall Barkeretton,Earth,F/336/P,47.0,True
1700_01,Zavior Waring,Europa,B/74/S,17.0,True
1700_02,Solaron Waring,Europa,B/74/S,64.0,False
1704_01,Tors Breke,Mars,D/60/S,13.0,False
1704_02,Allota Fincy,Mars,D/60/S,18.0,True
1705_01,Barave Chake,Mars,E/126/S,29.0,False
1708_01,Lavey Hopez,Earth,F/338/P,70.0,False
1709_01,Jurbet Minen,Mars,F/326/S,23.0,False
1709_02,Bet Minen,Mars,D/61/S,23.0,True
1709_03,Bleark Minen,Mars,,35.0,False
1709_04,Donut Minen,Mars,E/127/S,17.0,False
1709_05,Fams Minen,Mars,F/326/S,26.0,True
1709_06,Tyog Minen,Mars,D/61/S,15.0,False
1709_07,Cocowl Minen,Mars,F/326/S,19.0,False
1710_01,Andrey Mcgowaymond,Earth,G/276/P,20.0,True
1711_01,,Earth,F/327/S,51.0,False
1712_01,,Mars,F/339/P,17.0,False
1712_02,Cinets Pamca,Mars,F/339/P,27.0,False
1713_01,Calvia Dyers,Earth,G/277/P,43.0,False
1714_01,Lorian Parsoney,Earth,G/265/S,5.0,False
1715_01,Camily Mirandry,Earth,G/266/S,17.0,False
1717_01,Alicey Franankson,Earth,E/105/P,40.0,True
1717_02,Yola Fielsenders,Earth,E/105/P,38.0,False
1718_01,Elindy Reyervaney,Earth,,20.0,True
1719_01,Kerryn Savaraldez,Earth,G/278/P,13.0,False
1721_01,Frandy Alest,Earth,F/341/P,15.0,False
1723_01,Ivaney Holcompson,Earth,E/128/S,15.0,False
1724_01,Hekark Diateous,Europa,A/21/S,59.0,True
1725_01,Breney Wheelez,Earth,F/328/S,24.0,False
1727_01,Gibil Barte,Mars,F/342/P,,True
1727_02,Emoles Barte,Mars,D/54/P,52.0,False
1728_01,Elle Bakerson,Earth,G/280/P,38.0,False
1729_01,Billya Merce,Earth,F/343/P,26.0,True
1730_01,Elson Curton,Earth,E/106/P,17.0,True
1731_01,Alfrey Santry,Earth,G/281/P,17.0,True
1731_02,Lestie Santry,Earth,G/281/P,20.0,True
1733_01,Stevey Chanan,Earth,F/344/P,15.0,False
1734_01,Guadae Patrichane,Earth,G/283/P,30.0,True
1736_01,Therry Blancoy,Earth,G/284/P,22.0,False
1738_01,Rosey Sawyerson,Earth,E/129/S,18.0,False
1738_02,Wenny Sawyerson,Earth,G/268/S,22.0,True
1739_01,Wine Jarvey,Earth,G/269/S,20.0,True
1740_01,Eillis Torrez,Earth,G/270/S,22.0,False
1742_01,Anack Trad,Mars,D/55/P,34.0,False
1745_01,,Europa,E/130/S,28.0,False
1746_01,Clers Bache,Mars,F/331/S,50.0,True
1747_01,Line Santantines,Earth,G/271/S,19.0,True
1748_01,Jeresa Burchrison,Earth,G/287/P,21.0,False
1748_02,Erice Burchrison,Earth,G/287/P,0.0,False
1748_03,Keithy Burchrison,Earth,G/287/P,4.0,True
1749_01,Monald Coley,Earth,G/288/P,59.0,False
1752_01,Dell Chavezalez,Earth,F/333/S,15.0,True
1753_01,Amela Moodson,Earth,G/272/S,24.0,True
1755_01,Leneva Mulley,Earth,G/273/S,26.0,False
1757_01,Juline Bradamss,Earth,F/334/S,67.0,False
1758_01,Maril Fielsenders,Earth,G/274/S,55.0,False
1760_01,Elicey Cardsay,Earth,F/336/S,50.0,False
1761_01,Ine Sweekstarks,Earth,F/347/P,23.0,False
1762_01,Sylvin Casez,Earth,E/132/S,21.0,True
1762_02,Thery Casez,Earth,G/275/S,15.0,False
1763_01,Diskeon Stering,Europa,E/133/S,41.0,True
1764_01,Gies Laai,Mars,F/337/S,59.0,True
1764_02,Cin Laai,Mars,E/134/S,18.0,False
1766_01,Ronne Adavisons,Earth,F/338/S,21.0,False
1767_01,Hekaron Gleroling,Europa,C/65/S,14.0,True
1767_02,Decruxa Stewder,Europa,C/65/S,50.0,True
1767_03,Coxatik Gleroling,Europa,C/65/S,32.0,True
1767_04,Coxah Gleroling,Europa,C/65/S,46.0,True
1768_01,Artis Beckeey,Earth,G/276/S,,False
1769_01,Choney Sinda,Mars,F/339/S,58.0,True
1770_01,Tauxon Wincer,Europa,B/75/S,15.0,True
1771_01,Antone Cardner,Earth,G/291/P,35.0,True
1772_01,Cheats Butty,Mars,F/348/P,30.0,False
1774_01,Anakes Canie,Mars,E/135/S,30.0,True
1775_01,Murie Mejiaddox,Earth,G/277/S,43.0,True
1776_01,Lynnon Wolffy,Earth,G/278/S,21.0,False
1778_01,Stanya Adkinson,Earth,G/279/S,15.0,False
1779_01,Evan Hermanapp,Earth,F/349/P,37.0,True
1781_01,Alballa Brailidy,Europa,C/66/S,28.0,True
1782_01,Stald Moodson,Earth,,28.0,False
1782_02,Carold Moodson,Earth,F/341/S,40.0,False
1783_01,Carma Garnettiz,Earth,G/281/S,42.0,False
1783_02,Francy Garnettiz,Earth,G/281/S,21.0,False
1785_01,Miten Kniva,Mars,E/107/P,31.0,False
1786_01,Violey Jacostaney,Earth,F/342/S,51.0,False
1792_01,Duckes Brazo,Mars,F/352/P,73.0,False
1796_01,Alcyon Hariourcal,Europa,C/67/S,26.0,True
1797_01,Dhenar Blanspe,Europa,B/57/P,33.0,True
1798_01,Bel Mcfarley,Earth,E/137/S,39.0,False
1799_01,Shalle Leonaldez,Earth,G/295/P,19.0,False
1800_01,Jarena Goffey,Earth,G/283/S,12.0,True
1800_02,Nelle Goffey,Earth,G/283/S,10.0,False
1800_03,Vick Goffey,Earth,G/283/S,0.0,False
1800_04,Annah Morsentley,Earth,G/283/S,0.0,True
1800_05,Wandy Goffey,Earth,G/283/S,1.0,True
1802_01,Alley Brantuarez,Earth,E/109/P,33.0,False
1803_01,Nelsie Puckley,Earth,F/354/P,23.0,False
1804_01,Minies Curle,Mars,F/355/P,5.0,True
1805_01,Doryn Bradlerson,Earth,G/284/S,24.0,True
1806_01,Goos Hotte,Mars,E/138/S,26.0,False
1807_01,Ainor Ingetrody,Europa,B/58/P,30.0,False
1808_01,Rician Pollarkeeks,Earth,F/346/S,33.0,False
1810_01,Whee Ruité,Mars,F/356/P,56.0,False
1811_01,Gerry Georgasey,Earth,G/285/S,25.0,True
1811_02,Gerek Georgasey,Earth,F/347/S,,False
1812_01,Agnesa Hickson,,F/357/P,25.0,True
1813_01,Allara Cainghannon,Earth,F/358/P,18.0,False
1816_01,Naosura Dicomeng,Europa,C/68/S,60.0,True
1816_02,Shail Tertchty,Europa,C/68/S,41.0,True
1817_01,Marky Lanks,Earth,F/349/S,16.0,False
1818_01,Felia Portananney,Earth,G/297/P,17.0,True
1821_01,Ronna Cohendright,Earth,G/298/P,26.0,False
1822_01,Charly Mirez,Earth,G/299/P,31.0,True
1823_01,Loree Byerson,,,67.0,True
1826_01,Mollen Lewintos,Earth,F/351/S,16.0,False
1827_01,Chrisa Norrison,Earth,F/352/S,24.0,False
1828_01,Thelix Hultz,Earth,F/361/P,19.0,True
1829_01,,Europa,D/56/P,48.0,True
1829_02,Propsh Clumshangs,Europa,D/56/P,30.0,True
1829_03,Luxion Clumshangs,Europa,D/56/P,22.0,True
1829_04,Hadiram Gloother,Europa,D/56/P,28.0,True
1829_05,Atrinon Persed,Europa,D/56/P,23.0,True
1829_06,Ankark Persed,Europa,D/56/P,29.0,False
1831_01,Almary Gordanieves,Earth,G/288/S,22.0,False
1833_01,Mirark Scoudelle,Europa,C/61/P,48.0,False
1834_01,,Mars,F/354/S,26.0,True
1836_01,Ronne Meleon,Earth,F/362/P,23.0,True
1841_01,Ivaney Flynney,Earth,F/365/P,55.0,False
1843_01,Saxinon Unaasor,Europa,E/112/P,46.0,False
1844_01,Andan Stannondez,Earth,F/355/S,38.0,False
1844_02,Garley Stannondez,Earth,G/289/S,2.0,True
1844_03,Winia Stannondez,Earth,G/289/S,3.0,True
1846_01,Elicia Mejiamsey,Earth,F/366/P,20.0,False
1847_01,Jaimez Tuckers,Earth,G/290/S,65.0,False
1848_01,Hellia Gilleranks,Earth,G/291/S,,False
1849_01,Antone Sellentry,Earth,F/367/P,25.0,False
1850_01,Troya Schwardson,Earth,F/356/S,54.0,False
1850_02,Leene Schwardson,Earth,F/356/S,25.0,False
1853_01,Annez Webstenson,Earth,G/302/P,14.0,True
1854_01,Gorab Unprive,Europa,A/22/S,53.0,True
1855_01,Ellena Jenson,Earth,G/303/P,0.0,True
1855_02,Mabela Jenson,Earth,E/113/P,39.0,False
1856_01,Adriet Combson,Earth,F/368/P,22.0,True
1857_01,Pios Emone,Mars,D/63/S,31.0,False
1859_01,Slix Seen,Mars,F/357/S,24.0,True
1860_01,Caiah Headfair,Europa,A/13/P,35.0,False
1860_02,Krazet Headfair,Europa,A/13/P,35.0,False
1861_01,Choney Clake,Mars,F/358/S,32.0,True
1861_02,Apix Clake,Mars,F/358/S,61.0,False
1863_01,Bony Handertiz,Earth,F/370/P,58.0,True
1864_01,Hone Erflé,Mars,D/64/S,26.0,False
1865_01,Elanda Roses,Earth,G/292/S,4.0,False
1865_02,Dandra Roses,Earth,G/292/S,1.0,False
1865_03,Idary Owery,Earth,G/292/S,8.0,True
1865_04,,Earth,G/292/S,7.0,False
1865_05,Terly Roses,Earth,G/292/S,25.0,False
1865_06,Racyle Roses,,G/292/S,6.0,False
1866_01,Billey Wolffy,Earth,F/371/P,29.0,False
1868_01,Sug Fincy,Mars,F/372/P,64.0,True
1871_01,Aston Spedlybood,Europa,C/70/S,31.0,True
1872_01,Stote Wala,Mars,E/139/S,25.0,False
1873_01,Shalle Barrison,Earth,G/293/S,30.0,True
1874_01,Armene Woodgezalez,Earth,G/305/P,0.0,False
1874_02,Vanley Woodgezalez,Earth,F/374/P,29.0,False
1877_01,Raque Ellahan,Earth,G/306/P,37.0,False
1878_01,Fanna Chenson,Earth,F/375/P,49.0,False
1879_01,Alhair Inderly,Europa,D/58/P,36.0,False
1880_01,Valey Clean,Earth,F/376/P,20.0,False
1881_01,Samie Valey,Earth,F/377/P,20.0,True
1882_01,Magnon Antcal,Europa,C/71/S,18.0,True
1882_02,Phonons Antcal,Europa,,17.0,True
1884_01,Whers Meake,Mars,E/140/S,48.0,False
1886_01,Briane Morrows,Earth,E/141/S,26.0,False
1887_01,Wilmay Pooley,Earth,G/295/S,35.0,False
1888_01,Benda Barrelliver,Earth,F/361/S,30.0,True
1889_01,Vandy Hewson,Earth,F/378/P,22.0,False
1889_02,Lerome Hewson,Earth,G/307/P,5.0,False
1890_01,Beathy Englence,Earth,G/308/P,43.0,False
1891_01,,Mars,E/142/S,52.0,False
1892_01,Coxark Couseced,Europa,D/59/P,50.0,True
1892_02,Ashira Stpingepid,Europa,,29.0,True
1892_03,Schird Stpingepid,Europa,D/59/P,19.0,False
1897_01,Zaurion Gocent,Europa,C/72/S,39.0,True
1897_02,Arino Gocent,Europa,C/72/S,38.0,True
1898_01,Walles Fishopper,Earth,G/296/S,21.0,False
1899_01,Sylvin Curton,Earth,G/297/S,25.0,False
1901_01,Castork Tractive,Europa,A/14/P,42.0,True
1901_02,Neshath Tractive,Europa,A/14/P,36.0,True
1902_01,Benny Carvis,Earth,G/298/S,19.0,False
1903_01,Brina Loway,Earth,G/309/P,42.0,False
1905_01,Kimena Torrez,Earth,F/364/S,40.0,False
1906_01,Claura Booneid,Earth,G/299/S,14.0,False
1907_01,Axionif Neceriont,Europa,D/60/P,50.0,False
1908_01,Herms Chcak,Mars,E/115/P,18.0,False
1911_01,Dia Cartez,Earth,G/300/S,46.0,False
1915_01,Letta Hurchez,Earth,E/116/P,,False
1916_01,Cheddin Castery,Europa,D/61/P,15.0,True
1916_02,,Europa,D/61/P,22.0,False
1918_01,Nesham Assibler,Europa,A/23/S,0.0,False
1918_02,Sheleb Assibler,Europa,A/23/S,52.0,True
1918_03,Hallux Assibler,Europa,A/23/S,38.0,True
1920_01,Burbix Horte,Mars,E/117/P,46.0,False
1922_01,Tonald Hickson,Earth,G/303/S,23.0,False
1923_01,Wasaleh Dister,Europa,C/65/P,63.0,True
1923_02,Ranan Dister,Europa,C/65/P,24.0,True
1925_01,Olgary Matts,Earth,G/304/S,50.0,False
